# International Personality Item Pool (IPIP) — item-assignment table
#
# Source:      TedoneItemAssignmentTable30APR21.xlsx
#              https://ipip.ori.org/newMultipleconstructs.htm
# Provider:    International Personality Item Pool (https://ipip.ori.org),
#              Oregon Research Institute.
# License:     Public domain. IPIP items and scales are provided without
#              copyright restriction; no permission is required to use them.
#              Please credit the IPIP and the Oregon Research Institute.
#
# Normalization applied when converting the source .xlsx to this file:
#   - the single sheet ("data_nodupes") is emitted verbatim, column for column
#     (instrument, alpha, key, text, label); no rows are dropped or rewritten;
#   - 200 trailing all-blank spreadsheet rows are omitted;
#   - rows are sorted by (label, instrument, text) so the file diffs stably.
#
# Shape: 3805 assignments, 1961 unique items, 246 labels, 36 instruments.
#
# Four quirks of the source data that consumers must handle (see items.go):
#   - `alpha` is occasionally a comma-separated list ("0.59,0.63") where an item
#     is assigned via more than one scale; 278 rows are of this form.
#   - `alpha` is "." on 32 rows, all from the IPIP-IPC instrument, where the
#     source reports no reliability for the scale.
#   - `alpha` is out of range on 26 rows: 16 BIS_BAS rows read "1994" (the
#     Carver & White citation year) and 10 MPQ rows read "12" (an item count).
#     Cronbach's alpha cannot exceed 1, so these are slips in the source table
#     and are treated as "no reported reliability".
#   - `key` is 0 (rather than +1/-1) on 39 rows, all from the VIA instrument,
#     where the source leaves the keying direction undetermined.
#
# These are preserved verbatim rather than corrected: this file is a faithful
# copy of the published table, and the interpretation lives in the loader.
#
# Lines beginning with '#' are comments and are skipped by the loader.
instrument,alpha,key,text,label
HPI-HIC,0.66,1,Accept people as they are.,Forgiveness/Mercy
HPI-HIC,0.66,1,Am on good terms with nearly everyone.,Forgiveness/Mercy
HPI-HIC,0.75,-1,Get back at others.,Forgiveness/Mercy
HPI-HIC,0.66,1,Have a good word for everyone.,Forgiveness/Mercy
HPI-HIC,0.66,-1,Hurt people.,Forgiveness/Mercy
HPI-HIC,0.75,1,Quickly forget disagreements.,Forgiveness/Mercy
HPI-HIC,0.66,-1,Treat people as inferiors.,Forgiveness/Mercy
VIA,0.76,1,Allow others to make a fresh start.,Forgiveness/Mercy
VIA,0.76,0,Am unwilling to accept apologies.,Forgiveness/Mercy
VIA,0.76,1,Believe that it is best to forgive and forget.,Forgiveness/Mercy
VIA,0.76,-1,Do not give anyone a second chance to hurt me.,Forgiveness/Mercy
VIA,0.76,1,Don't try to get even.,Forgiveness/Mercy
VIA,0.76,1,"Hate to see anyone suffer, even my worst enemy.",Forgiveness/Mercy
VIA,0.76,-1,Hold grudges.,Forgiveness/Mercy
VIA,0.76,1,Let bygones be bygones.,Forgiveness/Mercy
VIA,0.76,1,Never seek vengeance.,Forgiveness/Mercy
VIA,0.76,1,Try to respond with understanding when someone treats me badly.,Forgiveness/Mercy
16PF,0.8,-1,Am quiet around strangers.,Friendliness
16PF,0.8,1,Don't mind being the center of attention.,Friendliness
16PF,0.8,1,Feel comfortable around people.,Friendliness
16PF,0.8,-1,Find it difficult to approach others.,Friendliness
16PF,0.8,-1,Have little to say.,Friendliness
16PF,0.8,-1,Keep in the background.,Friendliness
16PF,0.8,1,Make friends easily.,Friendliness
16PF,0.8,-1,Often feel uncomfortable around others.,Friendliness
16PF,0.8,1,Start conversations.,Friendliness
16PF,0.8,1,Talk to a lot of different people at parties.,Friendliness
AB5C,0.85,1,Act comfortably with others.,Friendliness
AB5C,0.85,-1,Am a very private person.,Friendliness
AB5C,0.85,-1,Am hard to get to know.,Friendliness
AB5C,0.85,1,Am open about my feelings.,Friendliness
AB5C,0.85,-1,Avoid contacts with others.,Friendliness
AB5C,0.85,-1,Keep others at a distance.,Friendliness
AB5C,0.85,1,Radiate joy.,Friendliness
AB5C,0.85,-1,Reveal little about myself.,Friendliness
AB5C,0.85,1,Warm up quickly to others.,Friendliness
HPI,0.86,1,Am interested in people.,Friendliness
HPI,0.86,-1,Am not really interested in others.,Friendliness
HPI,0.86,1,Cheer people up.,Friendliness
HPI,0.86,1,Feel at ease with people.,Friendliness
HPI,0.86,-1,Want to be left alone.,Friendliness
MPQ,0.85,-1,Avoid company.,Friendliness
MPQ,0.85,1,Enjoy being part of a group.,Friendliness
MPQ,0.85,1,Love to chat.,Friendliness
TCI,0.84,1,Enjoy bringing people together.,Friendliness
TCI,0.84,-1,Have difficulty expressing my feelings.,Friendliness
HEXACO_PI,0.81,1,Accept people as they are.,Gentleness
HEXACO_PI,0.81,-1,Am quick to judge others.,Gentleness
HEXACO_PI,0.81,-1,Become frustrated and angry with people when they don't live up to my expectations.,Gentleness
HEXACO_PI,0.81,-1,Criticize others' shortcomings.,Gentleness
HEXACO_PI,0.81,-1,Find fault with everything.,Gentleness
HEXACO_PI,0.81,1,Have a good word for everyone.,Gentleness
HEXACO_PI,0.81,-1,Have a sharp tongue.,Gentleness
HEXACO_PI,0.81,1,Rarely complain.,Gentleness
HEXACO_PI,0.81,-1,Speak ill of others.,Gentleness
HEXACO_PI,0.81,1,Take things as they come.,Gentleness
CPI,0.77,-1,Am easily disturbed.,Good Nature
CPI,0.77,-1,Am put off by unexpected events.,Good Nature
CPI,0.77,-1,Believe that people are essentially evil.,Good Nature
CPI,0.77,1,Feel lucky most of the time.,Good Nature
CPI,0.77,-1,Get annoyed at the slightest provocation.,Good Nature
CPI,0.77,-1,Get fed up easily.,Good Nature
CPI,0.77,-1,Get irritated easily.,Good Nature
CPI,0.77,-1,Get upset easily.,Good Nature
CPI,0.77,-1,Often express doubts.,Good Nature
CPI,0.77,-1,See other people as my competitors.,Good Nature
CAT-PD,"0.85,0.81",1,Believe that I am always right.,Grandiosity
CAT-PD,"0.85,0.81",1,Believe that I am better than others.,Grandiosity
CAT-PD,"0.85,0.81",1,Deserve special treatment from others.,Grandiosity
CAT-PD,"0.85,0.81",1,Don't think I should have to wait in lines like others.,Grandiosity
CAT-PD,"0.85,0.81",1,Feel that others are beneath me.,Grandiosity
CAT-PD,"0.85,0.81",1,Should get special privileges.,Grandiosity
CAT-PD,"0.85,0.81",1,Treat people as inferiors.,Grandiosity
VIA,0.79,1,Am an extremely grateful person.,Gratitude
VIA,0.79,-1,Do not see the need to acknowledge others who are good to me.,Gratitude
VIA,0.79,0,Don't make a big deal about gifts that I receive.,Gratitude
VIA,0.79,1,Express my thanks to those who care about me.,Gratitude
VIA,0.79,1,Feel a profound sense of appreciation every day.,Gratitude
VIA,0.79,1,Feel thankful for what I have received in life.,Gratitude
VIA,0.79,-1,Find few things in my life to be grateful for.,Gratitude
VIA,0.79,0,Get chills when I hear about acts of great generosity.,Gratitude
VIA,0.79,1,Have been richly blessed in my life.,Gratitude
VIA,0.79,1,Stop to count my blessings.,Gratitude
HEXACO_PI,0.69,-1,Am mainly interested in money.,Greed Avoidance
HEXACO_PI,0.69,-1,Am out for my own personal gain.,Greed Avoidance
HEXACO_PI,0.69,1,Don't strive for elegance in my appearance.,Greed Avoidance
HEXACO_PI,0.69,-1,Have a strong need for power.,Greed Avoidance
HEXACO_PI,0.69,-1,Love luxury.,Greed Avoidance
HEXACO_PI,0.69,-1,Prefer to eat at expensive restaurants.,Greed Avoidance
HEXACO_PI,0.69,-1,Seek status.,Greed Avoidance
HEXACO_PI,0.69,-1,Try to impress others.,Greed Avoidance
HEXACO_PI,0.69,-1,Wish to stay young forever.,Greed Avoidance
HEXACO_PI,0.69,1,Would not enjoy being a famous celebrity.,Greed Avoidance
16PF,0.78,1,Act wild and crazy.,Gregariousness
16PF,0.78,-1,Am the last to laugh at a joke.,Gregariousness
16PF,0.78,1,Am the life of the party.,Gregariousness
16PF,0.78,1,Amuse my friends.,Gregariousness
16PF,0.78,-1,Dislike loud music.,Gregariousness
16PF,0.78,-1,Don't like crowded events.,Gregariousness
16PF,0.78,1,Enjoy being part of a loud crowd.,Gregariousness
16PF,0.78,1,Joke around a lot.,Gregariousness
16PF,0.78,1,Love large parties.,Gregariousness
16PF,0.78,-1,Seldom joke around.,Gregariousness
6FPQ,0.87,-1,Am hard to get to know.,Gregariousness
6FPQ,0.87,-1,Avoid company.,Gregariousness
6FPQ,0.87,-1,Avoid contacts with others.,Gregariousness
6FPQ,0.87,1,Feel comfortable around people.,Gregariousness
6FPQ,0.87,-1,Keep others at a distance.,Gregariousness
6FPQ,0.87,1,Make friends easily.,Gregariousness
6FPQ,0.87,-1,Often feel uncomfortable around others.,Gregariousness
6FPQ,0.87,1,Start conversations.,Gregariousness
6FPQ,0.87,1,Talk to a lot of different people at parties.,Gregariousness
6FPQ,0.87,1,Warm up quickly to others.,Gregariousness
AB5C,0.83,-1,Am quiet around strangers.,Gregariousness
AB5C,0.83,-1,Bottle up my feelings.,Gregariousness
AB5C,0.83,-1,Don't like to draw attention to myself.,Gregariousness
AB5C,0.83,-1,Don't talk a lot.,Gregariousness
AB5C,0.83,-1,Keep in the background.,Gregariousness
AB5C,0.83,-1,Keep my thoughts to myself.,Gregariousness
HPI,0.86,-1,Dislike being the center of attention.,Gregariousness
HPI,0.86,1,Don't mind being the center of attention.,Gregariousness
HPI,0.86,-1,Have little to say.,Gregariousness
HPI,0.86,1,Know how to captivate people.,Gregariousness
HPI,0.86,-1,Would describe my experiences as somewhat dull.,Gregariousness
HPI-HIC,0.68,-1,Avoid crowds.,Gregariousness
HPI-HIC,0.68,-1,Don't like to get dressed up.,Gregariousness
HPI-HIC,0.68,1,Love surprise parties.,Gregariousness
IPIP-IPC,.,1,Feel comfortable around people,Gregariousness
IPIP-IPC,.,1,Love large parties,Gregariousness
IPIP-IPC,.,1,Start conversations,Gregariousness
IPIP-IPC,.,1,Talk to a lot of different people at parties,Gregariousness
NEO,0.79,1,Enjoy being part of a group.,Gregariousness
NEO,0.79,1,Involve others in what I am doing.,Gregariousness
NEO,0.79,-1,Prefer to be alone.,Gregariousness
NEO,0.79,-1,Seek quiet.,Gregariousness
NEO,0.79,-1,Want to be left alone.,Gregariousness
ORAIS,0.82,1,Had someone over for dinner.,Gregariousness
ORAIS,0.82,1,Planned a party.,Gregariousness
ORAIS,0.82,1,Went to a large party.,Gregariousness
ORAIS,0.82,1,Went to a small party.,Gregariousness
AB5C,0.84,1,Adapt easily to new situations.,Happiness
AB5C,0.84,-1,Am filled with doubts about things.,Happiness
AB5C,0.84,1,Am sure of my ground.,Happiness
AB5C,0.84,-1,Dislike myself.,Happiness
AB5C,0.84,1,Feel comfortable with myself.,Happiness
AB5C,0.84,-1,Feel threatened easily.,Happiness
AB5C,0.84,1,Look at the bright side of life.,Happiness
AB5C,0.84,-1,Often feel blue.,Happiness
AB5C,0.84,1,Seldom feel blue.,Happiness
AB5C,0.84,-1,Worry about things.,Happiness
CPI,0.77,1,Am comfortable in unfamiliar situations.,Happiness
CPI,0.77,-1,Am not sure where my life is going.,Happiness
CPI,0.77,-1,Am often down in the dumps.,Happiness
CPI,0.77,-1,Become overwhelmed by events.,Happiness
CPI,0.77,1,Feel at ease with people.,Happiness
CPI,0.77,-1,Feel attacked by others.,Happiness
CPI,0.77,-1,Feel that people have a hard time understanding me.,Happiness
CPI,0.77,-1,Have a dark outlook on the future.,Happiness
CPI,0.77,1,Love life.,Happiness
HPI,0.87,1,Am very pleased with myself.,Happiness
HPI,0.87,-1,Feel desperate.,Happiness
HPI,0.87,-1,Often feel blue,Happiness
HPI,0.87,1,Readily overcome setbacks.,Happiness
HPI-HIC,0.81,-1,Have frequent mood swings.,Happiness
TCI,0.78,1,Avoid dangerous situations.,Harm-Avoidance
TCI,0.78,-1,Do dangerous things.,Harm-Avoidance
TCI,0.78,-1,Enjoy being reckless.,Harm-Avoidance
TCI,0.78,-1,Know no limits.,Harm-Avoidance
TCI,0.78,-1,Let myself go.,Harm-Avoidance
TCI,0.78,-1,Seek danger.,Harm-Avoidance
TCI,0.78,-1,Take risks.,Harm-Avoidance
TCI,0.78,-1,Willing to try anything once.,Harm-Avoidance
TCI,0.78,1,Would never go hang gliding or bungee jumping.,Harm-Avoidance
TCI,0.78,1,Would never make a high risk investment.,Harm-Avoidance
CAT-PD,"0.84,0.84",1,Am afraid that my life will be cut short by illness.,Health Anxiety
CAT-PD,"0.84,0.84",1,Am prone to complain about my health.,Health Anxiety
CAT-PD,"0.84,0.84",1,Have medical problems that my doctors don't understand.,Health Anxiety
CAT-PD,"0.84,0.84",1,Often am concerned about diseases I might have.,Health Anxiety
CAT-PD,"0.84,0.84",-1,Think that I am in good medical condition.,Health Anxiety
CAT-PD,"0.84,0.84",1,Worry a lot about catching a serious illness.,Health Anxiety
CAT-PD,"0.84,0.84",1,Worry about my health.,Health Anxiety
VIA,0.72,-1,Am hard to understand.,Honesty/Integrity/Authenticity
VIA,0.72,0,Am told by friends that they do not really know who I am.,Honesty/Integrity/Authenticity
VIA,0.72,0,Am told that I am down to earth.,Honesty/Integrity/Authenticity
VIA,0.72,1,Am true to my own values.,Honesty/Integrity/Authenticity
VIA,0.72,1,Am trusted to keep secrets.,Honesty/Integrity/Authenticity
VIA,0.72,1,Believe that honesty is the basis for trust.,Honesty/Integrity/Authenticity
VIA,0.72,1,Can be trusted to keep my promises.,Honesty/Integrity/Authenticity
VIA,0.72,-1,Feel like an imposter.,Honesty/Integrity/Authenticity
VIA,0.72,1,Keep my promises.,Honesty/Integrity/Authenticity
VIA,0.72,-1,Lie to get myself out of trouble.,Honesty/Integrity/Authenticity
VIA,0.72,-1,Like to exaggerate my troubles.,Honesty/Integrity/Authenticity
VIA,0.72,0,Take pride in not exaggerating who or what I am.,Honesty/Integrity/Authenticity
CPI,0.8,1,Am not easily bothered by things.,Hope/Optimism
CPI,0.8,1,Enjoy my work.,Hope/Optimism
CPI,0.8,-1,Fear for the worst.,Hope/Optimism
CPI,0.8,-1,Feel desperate.,Hope/Optimism
CPI,0.8,-1,Feel short-changed in life.,Hope/Optimism
CPI,0.8,-1,Get caught up in my problems.,Hope/Optimism
CPI,0.8,-1,Habitually blow my chances.,Hope/Optimism
CPI,0.8,1,Keep my cool.,Hope/Optimism
CPI,0.8,-1,See difficulties everywhere.,Hope/Optimism
CPI,0.8,-1,Take offense easily.,Hope/Optimism
Scheier1994,0.86,-1,Am often in a bad mood.,Hope/Optimism
Scheier1994,0.86,-1,Dislike myself.,Hope/Optimism
Scheier1994,0.86,1,Feel comfortable with myself.,Hope/Optimism
Scheier1994,0.86,-1,Feel that my life lacks direction.,Hope/Optimism
Scheier1994,0.86,-1,Have a dark outlook on the future.,Hope/Optimism
Scheier1994,0.86,1,Just know that I will be a success.,Hope/Optimism
Scheier1994,0.86,1,Look at the bright side of life.,Hope/Optimism
Scheier1994,0.86,-1,Often feel blue.,Hope/Optimism
Scheier1994,0.86,1,Seldom feel blue.,Hope/Optimism
TCI,0.71,-1,Agree to anything.,Hope/Optimism
TCI,0.71,-1,Am not sure where my life is going.,Hope/Optimism
TCI,0.71,-1,Am resigned to my fate.,Hope/Optimism
TCI,0.71,1,Keep improving myself.,Hope/Optimism
TCI,0.71,1,Know what I want.,Hope/Optimism
TCI,0.71,-1,Let others determine my choices.,Hope/Optimism
TCI,0.71,1,Love life.,Hope/Optimism
TCI,0.71,1,Never give up hope.,Hope/Optimism
TCI,0.71,1,Work on improving myself.,Hope/Optimism
VIA,0.73,-1,Am not confident that my way of doing things will work out for the best.,Hope/Optimism
VIA,0.73,0,Can clearly picture in my mind what I want to happen in my future.,Hope/Optimism
VIA,0.73,1,Can find the positive in what seems negative to others.,Hope/Optimism
VIA,0.73,-1,Expect the worst.,Hope/Optimism
VIA,0.73,-1,Have no plan for my life five years from now.,Hope/Optimism
VIA,0.73,1,Look on the bright side.,Hope/Optimism
VIA,0.73,1,Remain hopeful despite challenges.,Hope/Optimism
VIA,0.73,1,Think about what is good in my life when I feel down.,Hope/Optimism
VIA,0.73,1,Will succeed with the goals I set for myself.,Hope/Optimism
CAT-PD,"0.82,0.87",1,Am excited to inflict pain on others.,Hostile Aggression
CAT-PD,"0.82,0.87",1,Am often out for revenge.,Hostile Aggression
CAT-PD,"0.82,0.87",1,Am ready to hit someone when I get angry.,Hostile Aggression
CAT-PD,"0.82,0.87",1,Enjoy a good brawl.,Hostile Aggression
CAT-PD,"0.82,0.87",1,Get even with others.,Hostile Aggression
CAT-PD,"0.82,0.87",1,Hurt people.,Hostile Aggression
CAT-PD,"0.82,0.87",1,Like to start fights.,Hostile Aggression
CAT-PD,"0.82,0.87",1,Will spread false rumors as a way to hurt others.,Hostile Aggression
6FPQ,0.73,1,Act wild and crazy.,Humor/Playfulness
6FPQ,0.73,1,Am relaxed most of the time.,Humor/Playfulness
6FPQ,0.73,1,Am willing to try anything once.,Humor/Playfulness
6FPQ,0.73,1,Enjoy being reckless.,Humor/Playfulness
6FPQ,0.73,1,Express childlike joy.,Humor/Playfulness
6FPQ,0.73,1,Have a lot of fun.,Humor/Playfulness
6FPQ,0.73,1,Have time for play and relaxation.,Humor/Playfulness
6FPQ,0.73,1,Know how to enjoy myself.,Humor/Playfulness
6FPQ,0.73,1,Let myself go.,Humor/Playfulness
6FPQ,0.73,1,Love excitement.,Humor/Playfulness
HPI-HIC,0.84,1,Amuse my friends.,Humor/Playfulness
HPI-HIC,0.84,1,Joke around a lot.,Humor/Playfulness
HPI-HIC,0.84,1,Like to amuse others.,Humor/Playfulness
HPI-HIC,0.84,1,Make jokes.,Humor/Playfulness
HPI-HIC,0.84,-1,Seldom joke around.,Humor/Playfulness
VIA,0.84,-1,Am not fun to be with.,Humor/Playfulness
VIA,0.84,-1,Am not known for my sense of humor.,Humor/Playfulness
VIA,0.84,0,Believe that life is more of a playground than a battlefield.,Humor/Playfulness
VIA,0.84,-1,Do not go out of my way to make others smile or laugh.,Humor/Playfulness
VIA,0.84,1,Have a great sense of humor.,Humor/Playfulness
VIA,0.84,1,Keep my sense of humor even in gloomy situations.,Humor/Playfulness
VIA,0.84,1,Try to add some humor to whatever I do.,Humor/Playfulness
VIA,0.84,1,Try to have fun in all kinds of situations.,Humor/Playfulness
VIA,0.84,1,Try to tease my friends out of their gloomy moods.,Humor/Playfulness
VIA,0.84,1,Use laughter to brighten the days of others.,Humor/Playfulness
Chapman1986,0.81,1,Am often so assertive or sociable that I surprise myself.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Am so good at controlling others that it sometimes scares me.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Can play many roles convincingly.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Could be a success in many fields.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Have an uncommon ability to persuade or inspire others.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Have persuaded others to do something really adventurous or crazy.,Hypomanic Exhibitionism
Chapman1986,0.81,-1,Like to be thought of as a normal kind of person.,Hypomanic Exhibitionism
Chapman1986,0.81,-1,Prefer to let others be the center of attention.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Think I would make a good actor.,Hypomanic Exhibitionism
Chapman1986,0.81,-1,Would be nervous playing the clown in front of other people.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Would enjoy campaigning for political office.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Would make a good night-club comedian.,Hypomanic Exhibitionism
Chapman1986,0.77,1,Am a person whose moods go up and down easily.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Am considered to be kind of eccentric.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Am often so restless that it is impossible for me to sit still.,Hypomanic Mood Intensity
Chapman1986,0.77,-1,"Am usually in an average sort of mood, not too high and not too low.",Hypomanic Mood Intensity
Chapman1986,0.77,-1,Can slow myself down when I want to.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Feel emotions with extreme intensity.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Find that my thoughts are racing.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Get into moods where I feel very speeded up and irritable.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Get so happy or energetic that I am almost giddy.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Tend to feel happy and irritable at the same time.,Hypomanic Mood Intensity
Chapman1986,0.77,-1,Think that my moods don't change more than most people's do.,Hypomanic Mood Intensity
Chapman1986,0.77,-1,Understand the reasons when I feel very excited or happy.,Hypomanic Mood Intensity
16PF,0.8,-1,Do things by the book.,Imagination
16PF,0.8,1,Do things that others find strange.,Imagination
16PF,0.8,1,Do unexpected things.,Imagination
16PF,0.8,1,Enjoy wild flights of fantasy.,Imagination
16PF,0.8,1,Like to get lost in thought.,Imagination
16PF,0.8,1,Love to daydream.,Imagination
16PF,0.8,-1,Seldom daydream.,Imagination
16PF,0.8,-1,Seldom get lost in thought.,Imagination
16PF,0.8,1,Swim against the current.,Imagination
16PF,0.8,1,Take deviant positions.,Imagination
AB5C,0.78,1,Believe in the importance of art.,Imagination
AB5C,0.78,-1,Do not enjoy going to art museums.,Imagination
AB5C,0.78,-1,Do not like art.,Imagination
AB5C,0.78,-1,Do not like poetry.,Imagination
AB5C,0.78,1,Have a vivid imagination.,Imagination
AB5C,0.78,1,Need a creative outlet.,Imagination
AB5C,0.78,1,Prefer variety to routine.,Imagination
MPQ,0.78,1,Love to reflect on things.,Imagination
MPQ,0.78,-1,Rarely look for a deeper meaning in things.,Imagination
MPQ,0.78,1,See beauty in things that others might not notice.,Imagination
NEO,0.83,-1,Do not have a good imagination.,Imagination
NEO,0.83,-1,Have difficulty imagining things.,Imagination
NEO,0.83,1,Indulge in my fantasies.,Imagination
NEO,0.83,1,Spend time reflecting on things.,Imagination
TCI,0.78,-1,Am not interested in abstract ideas.,Imagination
